Portfolio_Type,Expected_Return_%,Volatility_%,Sharpe_Ratio,Dominus_Empyreus_%,Violet_Valkyrie_%,Red_Valkyrie_%,RBLX_%,VWCE_DE_%,Roblox_Total_%,Stocks_Total_%
Minimum Variance,7.956324415283983,5.984590263829814,0.661085260789792,32.338360107305796,20.92403812557631,29.072542914766146,0.03629051022708365,17.62876834212467,82.33494114764825,17.665058852351752
Maximum Sharpe,23.960685586506237,12.547940745181792,1.5907538927589226,16.68063825351039,3.4700404760530876,7.913818109440824,16.50434075210047,55.43116240889523,28.064496839004306,71.93550316099571
