Expected_Return_%,Volatility_%,Sharpe_Ratio
19.46825761979114,13.254762462853542,1.1669962146165136
25.916425165100133,15.4349384795332,1.419923065722705
11.72030563249404,9.310680657140132,0.8291881030817578
23.692412817091697,14.847690244983097,1.3262946958194786
21.987365062544256,12.36527464035079,1.454667654841023
24.24257491160639,16.012935209028363,1.2641389381375432
32.87431720938782,20.15532027495913,1.4325903441614434
27.417234905037336,17.105395591022155,1.3689969799545576
39.36130114643193,27.97713840116628,1.2639355976792046
22.77923118853789,14.447861950997329,1.299793094108403
21.315664594764712,13.00004768293857,1.331969314042595
11.086311457553998,7.182228314774332,0.98664525088641
18.191080102120814,10.945510194450176,1.2965206600708552
12.88556231278736,6.931672908544082,1.281878477248239
30.927214227505033,19.062339582474248,1.412587059998747
17.34112960970224,11.855708422399005,1.1252916430111277
9.299148841136526,6.62333221349111,0.8000729346389502
26.08188977583532,16.967974380412024,1.3013863223017854
20.98713475084829,12.464122385902044,1.3628825379685092
7.189767687807317,6.619504689983949,0.4818740732420345
23.761090376937187,13.93887743252371,1.4176959710420045
14.386256725838207,9.711203464282919,1.0695128326821781
27.191310610609754,16.864175061094308,1.3751820368677363
25.20849573254067,16.021232771014105,1.323774271035588
9.496138174052767,7.37856584234744,0.7448789224742093
7.795040301729964,6.408274073391568,0.5922094246074349
22.62466675291904,11.95761996497591,1.557556337086396
18.015986032759475,9.617169716929336,1.4573919817684817
16.1785561138709,9.296978046103044,1.3099478189018323
9.29087620313131,7.614596451557968,0.6948334342851198
22.20845664181086,11.970340392924541,1.5211310659614623
14.589494222682491,8.20220228173693,1.291054994615424
21.033991672877,14.234575547318078,1.1966631260800997
11.257471629985549,6.68446838815436,1.0857215875007524
17.362539818107713,8.88744896761946,1.5035292879647246
31.865337799813005,22.728528478497026,1.2260071225541858
29.699008463984235,19.860707898453796,1.293962360021667
18.634519869351625,11.945553637357236,1.2251018507493203
20.731750070673623,13.775678141451822,1.21458630920875
23.91314777288723,14.692085797094764,1.3553656062112627
33.76212452656477,21.457172536392147,1.3870478263660844
7.868585552887892,8.230622519112666,0.47002344523813255
13.787255360356781,7.584608339679056,1.2904101203426057
24.49132598477486,14.300185970195676,1.4329412238052504
