Date,Open,High,Low,Close,Volume
2023-03-07,96.33,96.66,95.95,96.07,69441
2023-03-08,95.89,96.2,95.82,95.93,48408
2023-03-09,95.9,96.22,95.6,95.78,33269
2023-03-10,93.78,94.92,92.78,93.86,167466
2023-03-13,93.06,93.14,90.92,91.83,246433
2023-03-14,91.93,93.11,91.67,92.99,74432
2023-03-15,92.54,92.98,91.43,92.15,207555
2023-03-16,92.93,93.58,92.05,93.39,75792
2023-03-17,93.86,94.09,92.4,92.65,95496
2023-03-20,92.15,93.14,91.6,92.65,79347
2023-03-21,93.19,93.6,93.12,93.33,46029
2023-03-22,93.58,93.92,93.44,93.52,52929
2023-03-23,92.49,93.29,92.25,92.99,64627
2023-03-24,92.82,93.02,92.26,92.75,73178
2023-03-27,93.77,93.78,93.2,93.36,71841
2023-03-28,93.58,93.75,92.85,93.04,47939
2023-03-29,93.74,93.98,93.58,93.92,61678
2023-03-30,94.44,94.57,94.09,94.36,84262
2023-03-31,94.5,95.38,94.44,95.34,39736
2023-04-03,95.88,95.93,95.36,95.51,115528
2023-04-04,95.79,96.05,94.83,95.01,50867
2023-04-05,95.02,95.07,94.58,94.78,53630
2023-04-06,94.93,95.13,94.68,94.88,150325
2023-04-11,95.74,95.76,95.36,95.49,38737
2023-04-12,95.42,95.9,94.81,95.06,85331
2023-04-13,95.05,95.24,94.53,94.97,65414
2023-04-14,95.25,95.91,95.17,95.49,76686
2023-04-17,95.96,96.26,95.82,96.04,103008
2023-04-18,96.36,96.67,96.04,96.19,80642
2023-04-19,95.97,96.05,95.68,95.94,47389
2023-04-20,95.87,95.93,95.42,95.7,32250
2023-04-21,95.66,95.74,95.28,95.45,54874
2023-04-24,95.25,95.4,95.01,95.07,56934
2023-04-25,94.77,94.99,94.6,94.85,39165
2023-04-26,94.6,94.68,93.46,93.97,73401
2023-04-27,93.98,94.99,93.82,94.56,49983
2023-04-28,95.06,95.58,94.76,95.33,48228
2023-05-02,95.88,95.99,94.36,94.43,157953
2023-05-03,94.78,94.99,94.4,94.51,50535
2023-05-04,94.11,94.39,93.6,94.03,88440
2023-05-05,94.28,95.39,94.19,95.25,121564
2023-05-08,95.31,95.66,95.27,95.53,141767
2023-05-09,95.7,95.84,95.47,95.84,35239
2023-05-10,95.7,96.06,95.37,95.7,69795
2023-05-11,96.29,96.45,95.6,95.93,43568
2023-05-12,96.2,96.55,96.04,96.21,47515
2023-05-15,96.69,96.8,96.15,96.6,74733
2023-05-16,96.45,96.6,96.23,96.42,58162
2023-05-17,96.25,96.79,96.18,96.68,61369
2023-05-18,97.23,98.03,97.23,97.89,40335
2023-05-19,98.2,98.48,97.85,97.85,41831
2023-05-22,98.01,98.34,97.78,98.3,44983
2023-05-23,97.96,98.18,97.79,98.02,51244
2023-05-24,97.07,97.12,96.28,96.59,42598
2023-05-25,97.05,97.47,96.84,96.92,84506
2023-05-26,97.31,98.56,97.01,98.37,79483
2023-05-29,98.62,98.66,98.43,98.58,26858
2023-05-30,98.68,98.93,97.95,98.04,61155
2023-05-31,97.83,98.27,97.36,97.5,37869
2023-06-01,98.0,98.19,97.38,98.08,124511
2023-06-02,98.62,99.96,98.55,99.85,63431
2023-06-05,100.08,100.46,99.84,100.08,65451
2023-06-06,99.87,100.5,99.79,100.4,36311
2023-06-07,100.32,100.48,100.0,100.18,63113
2023-06-08,99.78,99.94,99.28,99.68,36191
2023-06-09,99.9,100.52,99.66,100.24,33058
2023-06-12,100.54,100.58,100.14,100.44,77500
2023-06-13,101.0,101.38,100.72,101.38,72442
2023-06-14,101.34,101.58,101.08,101.36,103550
2023-06-15,101.22,101.28,100.36,101.02,89981
2023-06-16,101.22,101.7,101.12,101.4,76730
2023-06-19,100.98,101.2,100.76,100.82,64822
2023-06-20,100.6,100.8,100.12,100.26,72108
2023-06-21,100.18,100.4,99.49,99.71,41366
2023-06-22,99.07,99.45,98.71,99.45,46326
2023-06-23,99.29,99.85,99.03,99.25,45511
2023-06-26,99.21,99.37,98.83,99.06,81877
2023-06-27,99.12,99.13,98.56,99.02,40351
2023-06-28,99.5,99.89,99.24,99.82,43026
2023-06-29,99.83,100.22,99.63,100.16,40575
2023-06-30,100.52,101.06,100.44,100.98,51438
2023-07-03,101.48,101.66,101.12,101.3,104582
2023-07-04,101.54,101.56,101.34,101.46,36797
2023-07-05,101.18,101.36,100.8,101.32,44532
2023-07-06,100.82,100.84,99.49,99.61,57018
2023-07-07,99.67,99.95,99.52,99.65,70647
2023-07-10,98.97,99.49,98.87,99.28,52481
2023-07-11,99.42,99.81,99.2,99.7,37419
2023-07-12,99.97,100.5,99.88,100.26,25473
2023-07-13,100.26,100.48,100.2,100.32,44484
2023-07-14,100.3,100.5,100.06,100.24,44526
2023-07-17,99.86,100.18,99.69,100.12,128974
2023-07-18,99.95,100.6,99.82,100.56,75794
2023-07-19,101.0,101.5,100.78,101.32,38309
2023-07-20,100.9,101.34,100.84,101.34,37144
2023-07-21,101.26,101.62,101.2,101.54,32407
2023-07-24,101.1,102.18,101.06,102.06,55075
2023-07-25,102.26,102.76,102.14,102.68,35203
2023-07-26,102.62,102.62,102.1,102.26,32747
2023-07-27,102.76,103.98,102.62,103.68,70994
2023-07-28,103.26,103.62,103.22,103.52,50470
2023-07-31,103.46,103.8,103.3,103.58,55765
2023-08-01,103.92,103.98,103.36,103.46,103524
2023-08-02,102.48,102.98,102.02,102.28,94181
2023-08-03,102.14,102.14,101.48,101.84,83331
2023-08-04,102.06,102.26,101.3,101.7,74766
2023-08-07,101.64,101.78,101.36,101.48,70113
2023-08-08,101.42,101.7,101.0,101.14,51486
2023-08-09,101.92,101.98,100.98,101.08,47559
2023-08-10,101.36,101.96,101.1,101.58,62084
2023-08-11,101.1,101.16,100.62,100.84,45748
2023-08-14,100.96,101.52,100.9,101.34,66514
2023-08-15,101.42,101.48,100.24,100.62,89669
2023-08-16,100.36,100.56,100.16,100.46,73886
2023-08-17,100.2,100.32,99.78,99.87,65457
2023-08-18,99.31,99.38,98.67,99.09,79175
2023-08-21,99.21,99.55,99.02,99.12,50520
2023-08-22,99.52,100.4,99.49,100.0,41171
2023-08-23,100.18,100.78,100.14,100.7,33785
2023-08-24,101.6,101.72,100.38,100.38,25849
2023-08-25,100.3,100.62,99.94,100.44,52186
2023-08-28,100.84,101.44,100.7,101.22,174305
2023-08-29,101.56,102.06,101.28,102.06,28821
2023-08-30,102.14,102.28,101.52,101.92,80833
2023-08-31,102.22,102.88,102.18,102.6,33011
2023-09-01,102.6,103.3,102.56,103.14,109730
2023-09-04,103.5,103.64,103.22,103.24,71577
2023-09-05,103.06,103.74,102.94,103.58,37869
2023-09-06,103.12,103.16,102.66,102.74,45132
2023-09-07,102.48,102.7,102.16,102.54,38607
2023-09-08,102.66,102.74,102.14,102.72,45232
2023-09-11,102.86,103.16,102.66,102.76,41998
2023-09-12,103.12,103.14,102.78,102.88,60601
2023-09-13,102.56,102.84,102.3,102.84,59448
2023-09-14,102.96,104.26,102.82,104.14,34667
2023-09-15,104.74,104.82,103.6,103.62,70032
2023-09-18,103.6,103.62,103.02,103.2,35585
2023-09-19,103.16,103.38,102.52,102.7,53419
2023-09-20,102.94,103.2,102.82,103.02,50306
2023-09-21,102.28,102.86,101.26,101.38,93653
2023-09-22,101.12,101.58,101.04,101.48,70764
2023-09-25,101.1,101.46,100.58,101.4,79029
2023-09-26,101.02,101.08,100.4,100.54,84597
2023-09-27,100.74,101.2,100.7,100.8,46952
2023-09-28,101.0,101.16,100.4,100.94,36611
2023-09-29,101.18,101.66,101.06,101.1,75050
2023-10-02,101.06,101.8,100.66,101.04,121719
2023-10-03,100.96,101.14,99.8,99.85,149513
2023-10-04,99.24,99.74,99.06,99.46,106953
2023-10-05,99.94,100.24,99.3,99.43,76044
2023-10-06,99.8,100.38,99.34,100.08,87829
2023-10-09,100.18,100.58,99.98,100.58,67911
2023-10-10,101.36,101.98,101.16,101.94,45211
2023-10-11,101.66,102.0,101.54,101.58,37691
2023-10-12,102.28,102.58,102.18,102.3,80027
2023-10-13,102.06,102.4,101.6,101.74,106589
2023-10-16,101.64,102.26,101.22,102.18,145850
2023-10-17,102.02,102.12,101.3,101.92,57113
2023-10-18,101.56,101.68,101.12,101.26,38012
2023-10-19,100.5,100.64,99.94,100.18,118229
2023-10-20,99.15,99.37,98.36,98.45,136528
2023-10-23,98.38,98.48,97.4,98.12,120925
