Price,Close,High,Low,Open,Volume
Ticker,VWCE.DE,VWCE.DE,VWCE.DE,VWCE.DE,VWCE.DE
Date,,,,,
2023-08-28,101.22000122070312,101.44000244140625,100.69999694824219,100.83999633789062,174305
2023-08-29,102.05999755859375,102.05999755859375,101.27999877929688,101.55999755859375,28821
2023-08-30,101.91999816894531,102.27999877929688,101.5199966430664,102.13999938964844,80833
2023-08-31,102.5999984741211,102.87999725341797,102.18000030517578,102.22000122070312,33011
2023-09-01,103.13999938964844,103.30000305175781,102.55999755859375,102.5999984741211,109730
2023-09-04,103.23999786376953,103.63999938964844,103.22000122070312,103.5,71577
2023-09-05,103.58000183105469,103.73999786376953,102.94000244140625,103.05999755859375,37869
2023-09-06,102.73999786376953,103.16000366210938,102.66000366210938,103.12000274658203,45132
2023-09-07,102.54000091552734,102.69999694824219,102.16000366210938,102.4800033569336,38607
2023-09-08,102.72000122070312,102.73999786376953,102.13999938964844,102.66000366210938,45232
2023-09-11,102.76000213623047,103.16000366210938,102.66000366210938,102.86000061035156,41998
2023-09-12,102.87999725341797,103.13999938964844,102.77999877929688,103.12000274658203,60601
2023-09-13,102.83999633789062,102.83999633789062,102.30000305175781,102.55999755859375,59448
2023-09-14,104.13999938964844,104.26000213623047,102.81999969482422,102.95999908447266,34667
2023-09-15,103.62000274658203,104.81999969482422,103.5999984741211,104.73999786376953,70032
2023-09-18,103.19999694824219,103.62000274658203,103.0199966430664,103.5999984741211,35585
2023-09-19,102.69999694824219,103.37999725341797,102.5199966430664,103.16000366210938,53419
2023-09-20,103.0199966430664,103.19999694824219,102.81999969482422,102.94000244140625,50306
2023-09-21,101.37999725341797,102.86000061035156,101.26000213623047,102.27999877929688,93653
2023-09-22,101.4800033569336,101.58000183105469,101.04000091552734,101.12000274658203,70764
2023-09-25,101.4000015258789,101.45999908447266,100.58000183105469,101.0999984741211,79029
2023-09-26,100.54000091552734,101.08000183105469,100.4000015258789,101.0199966430664,84597
2023-09-27,100.80000305175781,101.19999694824219,100.69999694824219,100.73999786376953,46952
2023-09-28,100.94000244140625,101.16000366210938,100.4000015258789,101.0,36611
2023-09-29,101.0999984741211,101.66000366210938,101.05999755859375,101.18000030517578,75050
2023-10-02,101.04000091552734,101.80000305175781,100.66000366210938,101.05999755859375,121719
2023-10-03,99.8499984741211,101.13999938964844,99.80000305175781,100.95999908447266,149513
2023-10-04,99.45999908447266,99.73999786376953,99.05999755859375,99.23999786376953,106953
2023-10-05,99.43000030517578,100.23999786376953,99.30000305175781,99.94000244140625,76044
2023-10-06,100.08000183105469,100.37999725341797,99.33999633789062,99.80000305175781,87829
2023-10-09,100.58000183105469,100.58000183105469,99.9800033569336,100.18000030517578,67911
2023-10-10,101.94000244140625,101.9800033569336,101.16000366210938,101.36000061035156,45211
2023-10-11,101.58000183105469,102.0,101.54000091552734,101.66000366210938,37691
2023-10-12,102.30000305175781,102.58000183105469,102.18000030517578,102.27999877929688,80027
2023-10-13,101.73999786376953,102.4000015258789,101.5999984741211,102.05999755859375,106589
2023-10-16,102.18000030517578,102.26000213623047,101.22000122070312,101.63999938964844,145850
2023-10-17,101.91999816894531,102.12000274658203,101.30000305175781,102.0199966430664,57113
2023-10-18,101.26000213623047,101.68000030517578,101.12000274658203,101.55999755859375,38012
2023-10-19,100.18000030517578,100.63999938964844,99.94000244140625,100.5,118229
2023-10-20,98.44999694824219,99.37000274658203,98.36000061035156,99.1500015258789,136528
2023-10-23,98.12000274658203,98.4800033569336,97.4000015258789,98.37999725341797,120925
2023-10-24,98.72000122070312,98.9800033569336,97.69999694824219,97.80000305175781,112119
2023-10-25,98.22000122070312,98.76000213623047,97.94999694824219,98.43000030517578,77691
2023-10-26,97.55999755859375,97.87000274658203,97.16999816894531,97.30000305175781,74303
2023-10-27,96.83000183105469,97.69000244140625,96.76000213623047,97.43000030517578,75583
2023-10-30,96.83000183105469,97.41999816894531,96.5199966430664,97.30999755859375,132199
2023-10-31,97.58000183105469,97.68000030517578,96.81999969482422,96.9000015258789,66756
2023-11-01,98.73999786376953,98.91000366210938,97.81999969482422,97.95999908447266,142499
2023-11-02,100.18000030517578,100.18000030517578,99.19000244140625,99.22000122070312,73476
2023-11-03,100.68000030517578,100.80000305175781,100.18000030517578,100.5,123769
2023-11-06,100.54000091552734,100.77999877929688,100.5199966430664,100.72000122070312,62182
2023-11-07,101.12000274658203,101.16000366210938,100.44000244140625,100.4800033569336,43511
2023-11-08,100.68000030517578,101.23999786376953,100.5999984741211,100.80000305175781,48752
2023-11-09,101.0999984741211,101.31999969482422,100.73999786376953,100.9000015258789,52696
2023-11-10,100.86000061035156,100.91999816894531,100.19999694824219,100.69999694824219,56919
2023-11-13,101.4800033569336,101.5,101.12000274658203,101.16000366210938,48556
2023-11-14,102.16000366210938,102.30000305175781,101.18000030517578,101.44000244140625,56728
2023-11-15,102.5999984741211,102.77999877929688,102.23999786376953,102.30000305175781,81856
2023-11-16,101.91999816894531,102.4000015258789,101.77999877929688,102.36000061035156,45193
2023-11-17,102.27999877929688,102.68000030517578,102.13999938964844,102.54000091552734,36962
2023-11-20,102.36000061035156,102.4000015258789,101.9800033569336,102.12000274658203,65335
2023-11-21,102.37999725341797,102.55999755859375,102.19999694824219,102.4800033569336,47693
2023-11-22,103.22000122070312,103.33999633789062,102.55999755859375,102.5999984741211,39853
2023-11-23,103.16000366210938,103.22000122070312,102.91999816894531,103.08000183105469,25839
2023-11-24,102.94000244140625,103.0999984741211,102.80000305175781,102.9800033569336,28321
2023-11-27,102.73999786376953,102.83999633789062,102.41999816894531,102.62000274658203,47565
2023-11-28,102.58000183105469,102.58000183105469,102.13999938964844,102.5199966430664,46417
2023-11-29,102.72000122070312,103.05999755859375,102.4000015258789,102.5199966430664,26015
2023-11-30,103.13999938964844,103.4000015258789,102.86000061035156,102.9800033569336,57129
2023-12-01,104.12000274658203,104.23999786376953,103.4800033569336,103.58000183105469,127233
2023-12-04,104.12000274658203,104.12000274658203,104.12000274658203,104.12000274658203,0
2023-12-05,104.12000274658203,104.12000274658203,104.12000274658203,104.12000274658203,0
2023-12-06,104.12000274658203,104.12000274658203,104.12000274658203,104.12000274658203,0
2023-12-07,104.73999786376953,104.86000061035156,104.26000213623047,104.41999816894531,51490
2023-12-08,105.36000061035156,105.4800033569336,104.73999786376953,104.81999969482422,67461
2023-12-11,105.68000030517578,105.87999725341797,105.19999694824219,105.4800033569336,63899
2023-12-12,105.63999938964844,105.87999725341797,105.36000061035156,105.83999633789062,59626
2023-12-13,105.94000244140625,106.08000183105469,105.86000061035156,105.94000244140625,51073
2023-12-14,106.0,106.94000244140625,105.91999816894531,106.80000305175781,78613
2023-12-15,106.77999877929688,106.81999969482422,106.30000305175781,106.36000061035156,114728
2023-12-18,106.63999938964844,106.77999877929688,106.44000244140625,106.55999755859375,52804
2023-12-19,106.80000305175781,106.9000015258789,106.55999755859375,106.72000122070312,56399
2023-12-20,107.0999984741211,107.13999938964844,106.81999969482422,107.08000183105469,46314
2023-12-21,106.36000061035156,106.58000183105469,106.05999755859375,106.4800033569336,63585
2023-12-22,106.68000030517578,106.80000305175781,106.13999938964844,106.33999633789062,55029
2023-12-27,106.36000061035156,106.95999908447266,106.18000030517578,106.83999633789062,65886
2023-12-28,106.94000244140625,107.0,106.54000091552734,106.86000061035156,51355
2023-12-29,107.08000183105469,107.27999877929688,106.86000061035156,107.13999938964844,39452
2024-01-02,107.04000091552734,107.44000244140625,106.80000305175781,107.37999725341797,202047
2024-01-03,106.62000274658203,107.08000183105469,106.44000244140625,106.9800033569336,72707
2024-01-04,106.5999984741211,106.68000030517578,106.16000366210938,106.68000030517578,86969
2024-01-05,106.41999816894531,106.55999755859375,105.91999816894531,106.19999694824219,97346
2024-01-08,106.55999755859375,106.58000183105469,105.87999725341797,106.22000122070312,70383
2024-01-09,107.13999938964844,107.18000030517578,106.5999984741211,107.05999755859375,52532
2024-01-10,107.08000183105469,107.4000015258789,107.0199966430664,107.22000122070312,61524
2024-01-11,106.73999786376953,107.9000015258789,106.69999694824219,107.73999786376953,49649
2024-01-12,107.54000091552734,107.9000015258789,107.16000366210938,107.27999877929688,50313
2024-01-15,107.58000183105469,107.76000213623047,107.41999816894531,107.69999694824219,98261
2024-01-16,107.72000122070312,107.81999969482422,107.05999755859375,107.0999984741211,51320
2024-01-17,106.76000213623047,106.91999816894531,106.41999816894531,106.69999694824219,74561
2024-01-18,107.30000305175781,107.33999633789062,106.5999984741211,106.66000366210938,55283
2024-01-19,107.63999938964844,107.94000244140625,107.44000244140625,107.66000366210938,60619
2024-01-22,108.63999938964844,108.9000015258789,108.41999816894531,108.5,55353
2024-01-23,108.9000015258789,109.13999938964844,108.33999633789062,108.58000183105469,63126
2024-01-24,109.54000091552734,109.68000030517578,109.27999877929688,109.45999908447266,56661
2024-01-25,110.04000091552734,110.05999755859375,109.12000274658203,109.26000213623047,59554
2024-01-26,110.12000274658203,110.23999786376953,109.63999938964844,109.86000061035156,54574
2024-01-29,110.5999984741211,110.68000030517578,110.23999786376953,110.33999633789062,71333
2024-01-30,110.68000030517578,111.0,110.4800033569336,110.83999633789062,62385
2024-01-31,110.13999938964844,110.80000305175781,109.9800033569336,110.76000213623047,78285
2024-02-01,109.76000213623047,110.4000015258789,109.55999755859375,110.13999938964844,148135
2024-02-02,111.33999633789062,111.33999633789062,110.5199966430664,110.69999694824219,40765
2024-02-05,111.55999755859375,111.87999725341797,111.31999969482422,111.5199966430664,67769
2024-02-06,112.08000183105469,112.22000122070312,111.68000030517578,112.0,81738
2024-02-07,112.4800033569336,112.68000030517578,111.94000244140625,112.04000091552734,52190
2024-02-08,112.45999908447266,112.73999786376953,112.4000015258789,112.55999755859375,45055
2024-02-09,112.58000183105469,112.91999816894531,112.45999908447266,112.55999755859375,75826
2024-02-12,113.62000274658203,113.62000274658203,112.83999633789062,112.9000015258789,75038
2024-02-13,112.44000244140625,113.30000305175781,112.0999984741211,113.27999877929688,103831
2024-02-14,112.72000122070312,113.04000091552734,112.5199966430664,112.58000183105469,77647
2024-02-15,113.16000366210938,113.5,112.9000015258789,113.4000015258789,78595
2024-02-16,113.69999694824219,114.0,113.31999969482422,113.81999969482422,49416
2024-02-19,113.5199966430664,113.63999938964844,113.18000030517578,113.30000305175781,54796
2024-02-20,112.4800033569336,113.30000305175781,112.37999725341797,113.27999877929688,90186
2024-02-21,112.41999816894531,112.62000274658203,112.27999877929688,112.58000183105469,58763
2024-02-22,114.22000122070312,114.23999786376953,113.23999786376953,113.44000244140625,42779
2024-02-23,114.54000091552734,114.83999633789062,114.26000213623047,114.44000244140625,50731
2024-02-26,114.13999938964844,114.4000015258789,114.05999755859375,114.30000305175781,49377
2024-02-27,114.0,114.19999694824219,113.77999877929688,114.0,40090
2024-02-28,113.91999816894531,114.19999694824219,113.72000122070312,114.13999938964844,49496
2024-02-29,114.22000122070312,114.37999725341797,113.55999755859375,113.94000244140625,61062
2024-03-01,115.04000091552734,115.16000366210938,114.54000091552734,114.91999816894531,145433
2024-03-04,114.94000244140625,115.26000213623047,114.81999969482422,115.0999984741211,79895
2024-03-05,114.13999938964844,114.80000305175781,113.95999908447266,114.80000305175781,97550
2024-03-06,114.63999938964844,114.77999877929688,114.26000213623047,114.30000305175781,49795
2024-03-07,115.0999984741211,115.30000305175781,114.0999984741211,114.26000213623047,60536
2024-03-08,115.12000274658203,115.66000366210938,115.08000183105469,115.30000305175781,66012
2024-03-11,114.5,114.5199966430664,114.04000091552734,114.4000015258789,131547
2024-03-12,115.44000244140625,115.72000122070312,114.66000366210938,115.04000091552734,86119
2024-03-13,115.4000015258789,115.62000274658203,115.31999969482422,115.5999984741211,56678
2024-03-14,115.45999908447266,115.87999725341797,115.0999984741211,115.68000030517578,62526
2024-03-15,114.80000305175781,115.77999877929688,114.77999877929688,115.5199966430664,88517
2024-03-18,115.68000030517578,115.76000213623047,115.05999755859375,115.26000213623047,66340
2024-03-19,115.83999633789062,115.83999633789062,115.19999694824219,115.58000183105469,63751
2024-03-20,116.12000274658203,116.33999633789062,115.91999816894531,115.95999908447266,41736
2024-03-21,117.73999786376953,117.80000305175781,116.9000015258789,117.19999694824219,62654
2024-03-22,117.62000274658203,117.9800033569336,117.5199966430664,117.69999694824219,75486
2024-03-25,117.31999969482422,117.63999938964844,117.08000183105469,117.54000091552734,73368
2024-03-26,117.55999755859375,117.62000274658203,117.23999786376953,117.4000015258789,50140
2024-03-27,117.4800033569336,117.83999633789062,117.31999969482422,117.4800033569336,78343
2024-03-28,118.27999877929688,118.44000244140625,118.05999755859375,118.13999938964844,61795
2024-04-02,117.45999908447266,118.94000244140625,117.27999877929688,118.86000061035156,207263
2024-04-03,117.54000091552734,117.5999984741211,117.18000030517578,117.5,95816
2024-04-04,117.69999694824219,117.86000061035156,117.37999725341797,117.4800033569336,107931
2024-04-05,116.87999725341797,117.05999755859375,116.12000274658203,116.22000122070312,109096
2024-04-08,117.08000183105469,117.37999725341797,116.80000305175781,116.91999816894531,57936
2024-04-09,116.5999984741211,117.27999877929688,116.27999877929688,117.13999938964844,114582
2024-04-10,117.04000091552734,117.5999984741211,116.31999969482422,117.37999725341797,83446
2024-04-11,117.31999969482422,117.54000091552734,116.76000213623047,117.37999725341797,51352
2024-04-12,117.72000122070312,118.5,117.5,118.41999816894531,58713
2024-04-15,117.41999816894531,118.18000030517578,117.23999786376953,117.69999694824219,100788
2024-04-16,115.5999984741211,115.94000244140625,115.19999694824219,115.76000213623047,98090
2024-04-17,114.91999816894531,115.91999816894531,114.91999816894531,115.41999816894531,84503
2024-04-18,115.26000213623047,115.41999816894531,114.54000091552734,115.12000274658203,55779
2024-04-19,114.27999877929688,114.66000366210938,113.91999816894531,114.08000183105469,64451
2024-04-22,114.54000091552734,114.9000015258789,114.26000213623047,114.55999755859375,82355
2024-04-23,115.73999786376953,115.81999969482422,114.83999633789062,115.30000305175781,71742
