Price,Close,High,Low,Open,Volume
Ticker,VWCE.DE,VWCE.DE,VWCE.DE,VWCE.DE,VWCE.DE
Date,,,,,
2023-01-02,92.2699966430664,92.41999816894531,91.33999633789062,91.5999984741211,123252
2023-01-03,91.6500015258789,92.94000244140625,91.55000305175781,91.91000366210938,91969
2023-01-04,92.52999877929688,92.52999877929688,91.72000122070312,91.97000122070312,57430
2023-01-05,92.16000366210938,92.55000305175781,91.80000305175781,92.01000213623047,76899
2023-01-06,92.95999908447266,93.08000183105469,92.0999984741211,92.27999877929688,40103
2023-01-09,93.58000183105469,93.70999908447266,92.97000122070312,93.04000091552734,84024
2023-01-10,92.61000061035156,92.91000366210938,92.31999969482422,92.56999969482422,62959
2023-01-11,93.38999938964844,93.47000122070312,92.97000122070312,93.08000183105469,64975
2023-01-12,93.66000366210938,94.4800033569336,93.29000091552734,93.9000015258789,45763
2023-01-13,94.0,94.06999969482422,93.38999938964844,93.79000091552734,46278
2023-01-16,94.33999633789062,94.47000122070312,94.0,94.29000091552734,101513
2023-01-17,94.62999725341797,94.87000274658203,93.95999908447266,94.12999725341797,42263
2023-01-18,94.06999969482422,94.88999938964844,94.06999969482422,94.52999877929688,49640
2023-01-19,92.93000030517578,93.54000091552734,92.7699966430664,93.5199966430664,44919
2023-01-20,93.61000061035156,93.69999694824219,92.86000061035156,93.23999786376953,34573
2023-01-23,94.93000030517578,95.12999725341797,93.61000061035156,93.77999877929688,57168
2023-01-24,94.70999908447266,94.9000015258789,94.4000015258789,94.88999938964844,42604
2023-01-25,94.02999877929688,94.66000366210938,93.4000015258789,94.66000366210938,41755
2023-01-26,95.16999816894531,95.3499984741211,94.80000305175781,94.88999938964844,31140
2023-01-27,95.8499984741211,95.9800033569336,95.25,95.41000366210938,32410
2023-01-30,95.31999969482422,95.38999938964844,94.63999938964844,95.1500015258789,67403
2023-01-31,95.13999938964844,95.19000244140625,94.33000183105469,94.95999908447266,71779
2023-02-01,95.08999633789062,95.98999786376953,94.83999633789062,95.48999786376953,136842
2023-02-02,97.12999725341797,97.12999725341797,95.62000274658203,95.66000366210938,69884
2023-02-03,97.5,97.5,96.31999969482422,96.52999877929688,63208
2023-02-06,96.94000244140625,96.94000244140625,96.19999694824219,96.62999725341797,99690
2023-02-07,97.1500015258789,97.16999816894531,96.81999969482422,97.0,69412
2023-02-08,97.0199966430664,97.7300033569336,96.95999908447266,97.68000030517578,75233
2023-02-09,97.22000122070312,97.80000305175781,97.16999816894531,97.66000366210938,57537
2023-02-10,96.7699966430664,96.86000061035156,96.12000274658203,96.37000274658203,64343
2023-02-13,97.33999633789062,97.43000030517578,96.75,96.79000091552734,45809
2023-02-14,96.95999908447266,97.70999908447266,96.8499984741211,97.44000244140625,67684
2023-02-15,97.5999984741211,97.62000274658203,96.83000183105469,96.88999938964844,94157
2023-02-16,97.55000305175781,98.08000183105469,96.97000122070312,98.0,40069
2023-02-17,96.41999816894531,97.02999877929688,96.4000015258789,96.77999877929688,46182
2023-02-20,96.6500015258789,96.83999633789062,96.54000091552734,96.7300033569336,32428
2023-02-21,95.68000030517578,96.52999877929688,95.5999984741211,96.44000244140625,45794
2023-02-22,95.5999984741211,95.72000122070312,95.12000274658203,95.47000122070312,54767
2023-02-23,95.62000274658203,96.3499984741211,95.58000183105469,95.95999908447266,37329
2023-02-24,94.93000030517578,96.05000305175781,94.7300033569336,95.9800033569336,57582
2023-02-27,95.5199966430664,96.0,95.44000244140625,95.66000366210938,51279
2023-02-28,95.12000274658203,95.45999908447266,94.83000183105469,95.0199966430664,51851
2023-03-01,94.38999938964844,95.5,94.19000244140625,95.25,163764
2023-03-02,94.83999633789062,95.0,94.06999969482422,94.11000061035156,73129
2023-03-03,96.33000183105469,96.3499984741211,95.44000244140625,95.55999755859375,30509
2023-03-06,96.62000274658203,96.7300033569336,96.30000305175781,96.62000274658203,67728
2023-03-07,96.06999969482422,96.66000366210938,95.94999694824219,96.33000183105469,69441
2023-03-08,95.93000030517578,96.19999694824219,95.81999969482422,95.88999938964844,48408
2023-03-09,95.77999877929688,96.22000122070312,95.5999984741211,95.9000015258789,33269
2023-03-10,93.86000061035156,94.91999816894531,92.77999877929688,93.77999877929688,167466
2023-03-13,91.83000183105469,93.13999938964844,90.91999816894531,93.05999755859375,246433
2023-03-14,92.98999786376953,93.11000061035156,91.66999816894531,91.93000030517578,74432
2023-03-15,92.1500015258789,92.9800033569336,91.43000030517578,92.54000091552734,207555
2023-03-16,93.38999938964844,93.58000183105469,92.05000305175781,92.93000030517578,75792
2023-03-17,92.6500015258789,94.08999633789062,92.4000015258789,93.86000061035156,95496
2023-03-20,92.6500015258789,93.13999938964844,91.5999984741211,92.1500015258789,79347
2023-03-21,93.33000183105469,93.5999984741211,93.12000274658203,93.19000244140625,46029
2023-03-22,93.5199966430664,93.91999816894531,93.44000244140625,93.58000183105469,52929
2023-03-23,92.98999786376953,93.29000091552734,92.25,92.48999786376953,64627
2023-03-24,92.75,93.0199966430664,92.26000213623047,92.81999969482422,73178
2023-03-27,93.36000061035156,93.77999877929688,93.19999694824219,93.7699966430664,71841
2023-03-28,93.04000091552734,93.75,92.8499984741211,93.58000183105469,47939
2023-03-29,93.91999816894531,93.9800033569336,93.58000183105469,93.73999786376953,61678
2023-03-30,94.36000061035156,94.56999969482422,94.08999633789062,94.44000244140625,84262
2023-03-31,95.33999633789062,95.37999725341797,94.44000244140625,94.5,39736
2023-04-03,95.51000213623047,95.93000030517578,95.36000061035156,95.87999725341797,115528
2023-04-04,95.01000213623047,96.05000305175781,94.83000183105469,95.79000091552734,50867
2023-04-05,94.77999877929688,95.06999969482422,94.58000183105469,95.0199966430664,53630
2023-04-06,94.87999725341797,95.12999725341797,94.68000030517578,94.93000030517578,150325
2023-04-11,95.48999786376953,95.76000213623047,95.36000061035156,95.73999786376953,38737
2023-04-12,95.05999755859375,95.9000015258789,94.80999755859375,95.41999816894531,85331
2023-04-13,94.97000122070312,95.23999786376953,94.52999877929688,95.05000305175781,65414
2023-04-14,95.48999786376953,95.91000366210938,95.16999816894531,95.25,76686
2023-04-17,96.04000091552734,96.26000213623047,95.81999969482422,95.95999908447266,103008
2023-04-18,96.19000244140625,96.66999816894531,96.04000091552734,96.36000061035156,80642
2023-04-19,95.94000244140625,96.05000305175781,95.68000030517578,95.97000122070312,47389
2023-04-20,95.69999694824219,95.93000030517578,95.41999816894531,95.87000274658203,32250
2023-04-21,95.44999694824219,95.73999786376953,95.27999877929688,95.66000366210938,54874
2023-04-24,95.06999969482422,95.4000015258789,95.01000213623047,95.25,56934
2023-04-25,94.8499984741211,94.98999786376953,94.5999984741211,94.7699966430664,39165
2023-04-26,93.97000122070312,94.68000030517578,93.45999908447266,94.5999984741211,73401
2023-04-27,94.55999755859375,94.98999786376953,93.81999969482422,93.9800033569336,49983
2023-04-28,95.33000183105469,95.58000183105469,94.76000213623047,95.05999755859375,48228
2023-05-02,94.43000030517578,95.98999786376953,94.36000061035156,95.87999725341797,157953
2023-05-03,94.51000213623047,94.98999786376953,94.4000015258789,94.77999877929688,50535
2023-05-04,94.02999877929688,94.38999938964844,93.5999984741211,94.11000061035156,88440
2023-05-05,95.25,95.38999938964844,94.19000244140625,94.27999877929688,121564
2023-05-08,95.52999877929688,95.66000366210938,95.2699966430664,95.30999755859375,141767
2023-05-09,95.83999633789062,95.83999633789062,95.47000122070312,95.69999694824219,35239
2023-05-10,95.69999694824219,96.05999755859375,95.37000274658203,95.69999694824219,69795
2023-05-11,95.93000030517578,96.44999694824219,95.5999984741211,96.29000091552734,43568
2023-05-12,96.20999908447266,96.55000305175781,96.04000091552734,96.19999694824219,47515
2023-05-15,96.5999984741211,96.80000305175781,96.1500015258789,96.69000244140625,74733
2023-05-16,96.41999816894531,96.5999984741211,96.2300033569336,96.44999694824219,58162
2023-05-17,96.68000030517578,96.79000091552734,96.18000030517578,96.25,61369
2023-05-18,97.88999938964844,98.02999877929688,97.2300033569336,97.2300033569336,40335
2023-05-19,97.8499984741211,98.4800033569336,97.8499984741211,98.19999694824219,41831
2023-05-22,98.30000305175781,98.33999633789062,97.77999877929688,98.01000213623047,44983
2023-05-23,98.0199966430664,98.18000030517578,97.79000091552734,97.95999908447266,51244
2023-05-24,96.58999633789062,97.12000274658203,96.27999877929688,97.06999969482422,42598
2023-05-25,96.91999816894531,97.47000122070312,96.83999633789062,97.05000305175781,84506
2023-05-26,98.37000274658203,98.55999755859375,97.01000213623047,97.30999755859375,79483
2023-05-29,98.58000183105469,98.66000366210938,98.43000030517578,98.62000274658203,26858
2023-05-30,98.04000091552734,98.93000030517578,97.94999694824219,98.68000030517578,61155
2023-05-31,97.5,98.2699966430664,97.36000061035156,97.83000183105469,37869
2023-06-01,98.08000183105469,98.19000244140625,97.37999725341797,98.0,124511
2023-06-02,99.8499984741211,99.95999908447266,98.55000305175781,98.62000274658203,63431
2023-06-05,100.08000183105469,100.45999908447266,99.83999633789062,100.08000183105469,65451
2023-06-06,100.4000015258789,100.5,99.79000091552734,99.87000274658203,36311
2023-06-07,100.18000030517578,100.4800033569336,100.0,100.31999969482422,63113
2023-06-08,99.68000030517578,99.94000244140625,99.27999877929688,99.77999877929688,36191
2023-06-09,100.23999786376953,100.5199966430664,99.66000366210938,99.9000015258789,33058
2023-06-12,100.44000244140625,100.58000183105469,100.13999938964844,100.54000091552734,77500
2023-06-13,101.37999725341797,101.37999725341797,100.72000122070312,101.0,72442
2023-06-14,101.36000061035156,101.58000183105469,101.08000183105469,101.33999633789062,103550
2023-06-15,101.0199966430664,101.27999877929688,100.36000061035156,101.22000122070312,89981
2023-06-16,101.4000015258789,101.69999694824219,101.12000274658203,101.22000122070312,76730
2023-06-19,100.81999969482422,101.19999694824219,100.76000213623047,100.9800033569336,64822
2023-06-20,100.26000213623047,100.80000305175781,100.12000274658203,100.5999984741211,72108
2023-06-21,99.70999908447266,100.4000015258789,99.48999786376953,100.18000030517578,41366
2023-06-22,99.44999694824219,99.44999694824219,98.70999908447266,99.06999969482422,46326
2023-06-23,99.25,99.8499984741211,99.02999877929688,99.29000091552734,45511
2023-06-26,99.05999755859375,99.37000274658203,98.83000183105469,99.20999908447266,81877
2023-06-27,99.0199966430664,99.12999725341797,98.55999755859375,99.12000274658203,40351
2023-06-28,99.81999969482422,99.88999938964844,99.23999786376953,99.5,43026
2023-06-29,100.16000366210938,100.22000122070312,99.62999725341797,99.83000183105469,40575
2023-06-30,100.9800033569336,101.05999755859375,100.44000244140625,100.5199966430664,51438
2023-07-03,101.30000305175781,101.66000366210938,101.12000274658203,101.4800033569336,104582
2023-07-04,101.45999908447266,101.55999755859375,101.33999633789062,101.54000091552734,36797
2023-07-05,101.31999969482422,101.36000061035156,100.80000305175781,101.18000030517578,44532
2023-07-06,99.61000061035156,100.83999633789062,99.48999786376953,100.81999969482422,57018
2023-07-07,99.6500015258789,99.94999694824219,99.5199966430664,99.66999816894531,70647
2023-07-10,99.27999877929688,99.48999786376953,98.87000274658203,98.97000122070312,52481
2023-07-11,99.69999694824219,99.80999755859375,99.19999694824219,99.41999816894531,37419
2023-07-12,100.26000213623047,100.5,99.87999725341797,99.97000122070312,25473
2023-07-13,100.31999969482422,100.4800033569336,100.19999694824219,100.26000213623047,44484
2023-07-14,100.23999786376953,100.5,100.05999755859375,100.30000305175781,44526
2023-07-17,100.12000274658203,100.18000030517578,99.69000244140625,99.86000061035156,128974
2023-07-18,100.55999755859375,100.5999984741211,99.81999969482422,99.94999694824219,75794
2023-07-19,101.31999969482422,101.5,100.77999877929688,101.0,38309
2023-07-20,101.33999633789062,101.33999633789062,100.83999633789062,100.9000015258789,37144
2023-07-21,101.54000091552734,101.62000274658203,101.19999694824219,101.26000213623047,32407
2023-07-24,102.05999755859375,102.18000030517578,101.05999755859375,101.0999984741211,55075
2023-07-25,102.68000030517578,102.76000213623047,102.13999938964844,102.26000213623047,35203
2023-07-26,102.26000213623047,102.62000274658203,102.0999984741211,102.62000274658203,32747
2023-07-27,103.68000030517578,103.9800033569336,102.62000274658203,102.76000213623047,70994
2023-07-28,103.5199966430664,103.62000274658203,103.22000122070312,103.26000213623047,50470
2023-07-31,103.58000183105469,103.80000305175781,103.30000305175781,103.45999908447266,55765
2023-08-01,103.45999908447266,103.9800033569336,103.36000061035156,103.91999816894531,103524
2023-08-02,102.27999877929688,102.9800033569336,102.0199966430664,102.4800033569336,94181
2023-08-03,101.83999633789062,102.13999938964844,101.4800033569336,102.13999938964844,83331
2023-08-04,101.69999694824219,102.26000213623047,101.30000305175781,102.05999755859375,74766
2023-08-07,101.4800033569336,101.77999877929688,101.36000061035156,101.63999938964844,70113
2023-08-08,101.13999938964844,101.69999694824219,101.0,101.41999816894531,51486
2023-08-09,101.08000183105469,101.9800033569336,100.9800033569336,101.91999816894531,47559
2023-08-10,101.58000183105469,101.95999908447266,101.0999984741211,101.36000061035156,62084
2023-08-11,100.83999633789062,101.16000366210938,100.62000274658203,101.0999984741211,45748
2023-08-14,101.33999633789062,101.5199966430664,100.9000015258789,100.95999908447266,66514
2023-08-15,100.62000274658203,101.4800033569336,100.23999786376953,101.41999816894531,89669
2023-08-16,100.45999908447266,100.55999755859375,100.16000366210938,100.36000061035156,73886
2023-08-17,99.87000274658203,100.31999969482422,99.77999877929688,100.19999694824219,65457
2023-08-18,99.08999633789062,99.37999725341797,98.66999816894531,99.30999755859375,79175
2023-08-21,99.12000274658203,99.55000305175781,99.0199966430664,99.20999908447266,50520
2023-08-22,100.0,100.4000015258789,99.48999786376953,99.5199966430664,41171
2023-08-23,100.69999694824219,100.77999877929688,100.13999938964844,100.18000030517578,33785
2023-08-24,100.37999725341797,101.72000122070312,100.37999725341797,101.5999984741211,25849
2023-08-25,100.44000244140625,100.62000274658203,99.94000244140625,100.30000305175781,52186
